user_id,recomendations
1007,"[995242, 1029743, 883404, 908531, 5592931]"
1008,"[6534178, 883404, 849843, 995785, 1096036]"
1009,"[1058997, 833025, 820165, 1033615, 901062]"
1010,"[1082185, 6534178, 883404, 862349, 1070820]"
1011,"[6534178, 1058997, 995785, 1070820, 903325]"
1012,"[1082185, 6534178, 862349, 923746, 849843]"
1013,"[995242, 923746, 1106523, 951590, 844179]"
1014,"[1082185, 995242, 6534178, 1029743, 883404]"
1015,"[1082185, 995242, 862349, 840361, 1096036]"
1016,"[1058997, 965766, 5569471, 903325, 1126899]"
1017,"[1082185, 995242, 8090537, 883404, 951590]"
1018,"[995242, 6534178, 862349, 951590, 8090521]"
1019,"[1106523, 849843, 951590, 962229, 5569230]"
1020,"[1082185, 995785, 862349, 844179, 1070820]"
1021,"[1082185, 1029743, 849843, 1070820, 981760]"
1022,"[1082185, 981760, 1026118, 1005186, 1044078]"
1023,"[6534178, 6533889, 6534166, 5978656, 878996]"
1024,"[5569230, 1133018, 1106523, 940947, 1056509]"
1025,"[8090537, 1133018, 1106523, 8090521, 908531]"
1026,"[1082185, 883404, 1106523, 8090521, 1092026]"
1027,"[1082185, 899624, 871756, 1058997, 849843]"
1028,"[1082185, 6534178, 1029743, 1133018, 1042438]"
1029,"[1082185, 6534178, 5978656, 1058997, 834484]"
1030,"[1082185, 923746, 951590, 1070820, 908531]"
1031,"[1082185, 6534178, 940947, 1106523, 1133018]"
1032,"[1082185, 1029743, 6534178, 995242, 883404]"
1033,"[1082185, 1029743, 995242, 923746, 914190]"
1034,"[1082185, 995242, 1058997, 981760, 1126899]"
1035,"[1082185, 6534178, 1029743, 995242, 1133018]"
1036,"[1082185, 907014, 923746, 1106523, 995785]"
1037,"[1082185, 8090537, 940947, 862349, 840361]"
1038,"[849843, 1132770, 1120741, 994928, 1026118]"
1039,"[1082185, 1029743, 951590, 5568378, 5569230]"
1040,"[1082185, 1058997, 1075368, 5569471, 5978656]"
1041,"[883404, 1133018, 1106523, 849843, 882441]"
1042,"[6534178, 862349, 903325, 1039156, 856772]"
1043,"[1082185, 1029743, 995242, 6534178, 883404]"
1044,"[995242, 1133018, 1022003, 1092026, 5569471]"
1045,"[1082185, 6534178, 862349, 908531, 1058997]"
1046,"[1082185, 1058997, 1126899, 6533889, 6034857]"
1047,"[1029743, 8090537, 1133018, 826249, 1124729]"
1048,"[1082185, 6534178, 1058997, 995785, 903325]"
1049,"[1082185, 995242, 938700, 849843, 913210]"
1050,"[6534178, 857849, 1106523, 962229, 951590]"
1051,"[1082185, 1029743, 6534178, 951590, 820165]"
1052,"[1106523, 5568378, 834484, 880150, 826249]"
1053,"[970030, 834484, 976998, 1041259, 1005186]"
1054,"[1029743, 8090537, 862349, 951590, 1124729]"
1055,"[1082185, 1029743, 995242, 849843, 890610]"
1056,"[871756, 923746, 1133018, 1106523, 951590]"
1057,"[1082185, 1058997, 6034857, 1039156, 1126899]"
1058,"[849843, 1132770, 1005186, 986912, 933835]"
1059,"[1082185, 6534178, 1029743, 849843, 840361]"
1060,"[1082185, 995242, 8090521, 951590, 5569230]"
1061,"[899624, 8090537, 923746, 1133018, 1106523]"
1062,"[995242, 1029743, 923746, 962229, 1096036]"
1063,"[1082185, 1029743, 995242, 1133018, 908531]"
1064,"[1082185, 862349, 1058997, 1070820, 5568378]"
1065,"[1082185, 1106523, 1132771, 951590, 1056509]"
1066,"[995242, 951590, 1133018, 981760, 1037863]"
1067,"[1082185, 1029743, 883404, 840361, 1132771]"
1068,"[8090537, 1133018, 951590, 5568378, 994928]"
1069,"[1082185, 1029743, 995242, 5569230, 849843]"
1070,"[6534178, 995242, 1029743, 961554, 849843]"
1071,"[995242, 1133018, 1132770, 953476, 882441]"
1072,"[883404, 1133018, 5592931, 927191, 908531]"
1073,"[1082185, 995242, 6534178, 1058997, 5569230]"
1074,"[6534178, 995242, 1029743, 5569230, 962568]"
1075,"[1029743, 995242, 6533765, 844179, 1033615]"
1076,"[8090521, 1106523, 962229, 1075368, 844179]"
1077,"[995242, 6534178, 951590, 1096036, 5569471]"
1078,"[6534178, 1106523, 1133018, 1058997, 995785]"
1079,"[6534178, 8090537, 1133018, 1106523, 1058997]"
1080,"[1029743, 8090537, 883404, 923746, 1133018]"
1081,"[995242, 8090521, 899624, 981760, 5569230]"
1082,"[6534178, 1133018, 883404, 1106523, 1132770]"
1083,"[979707, 1133018, 1106523, 833025, 995785]"
1084,"[951590, 953476, 981760, 844179, 976998]"
1085,"[1082185, 1029743, 995242, 6534178, 883404]"
1086,"[1082185, 923746, 995785, 981760, 860776]"
1087,"[6534178, 1029743, 995242, 1133018, 1106523]"
1088,"[1106523, 6533765, 913785, 1068719, 1055863]"
1089,"[1029743, 6534178, 883404, 8090521, 849843]"
1090,"[995242, 1106523, 962229, 1022254, 860776]"
1091,"[1082185, 6534178, 1029743, 899624, 951590]"
1092,"[883404, 962229, 833025, 1096036, 961554]"
1093,"[1082185, 1029743, 845208, 840361, 826249]"
1094,"[1082185, 1029743, 8090521, 951590, 981760]"
1095,"[1028816, 5569471, 908846, 834484, 866211]"
1096,"[1082185, 862349, 1106523, 845208, 995785]"
1097,"[923746, 1106523, 6534166, 5569230, 6533889]"
1098,"[1082185, 6534178, 849843, 908531, 5978656]"
1099,"[8090537, 1133018, 8090521, 913210, 5568378]"
1100,"[1082185, 6534178, 976199, 6533765, 1092026]"
1101,"[995242, 883404, 1133018, 5569230, 5568378]"
1102,"[1082185, 1029743, 995242, 965766, 866211]"
1103,"[6534178, 1029743, 5569230, 1058997, 1126899]"
1104,"[1082185, 995242, 995785, 820165, 866211]"
1105,"[1082185, 6534178, 1029743, 995242, 883404]"
1106,"[995242, 883404, 1133018, 1106523, 1092026]"
1107,"[1082185, 1058997, 849843, 1070820, 965766]"
1108,"[995242, 1133018, 908531, 1018740, 1053690]"
1109,"[1082185, 862349, 981760, 1070820, 961554]"
1110,"[862349, 1070820, 908531, 981760, 8090521]"
1111,"[1082185, 1106523, 923746, 1003188, 5569230]"
1112,"[1082185, 6534178, 995242, 862349, 6533889]"
1113,"[1082185, 1133018, 1058997, 1028816, 961554]"
1114,"[1029743, 883404, 8090521, 981760, 826249]"
1115,"[6534178, 995242, 840361, 5569471, 1041259]"
1116,"[1029743, 8090537, 1106523, 8090521, 1126899]"
1117,"[6534178, 1106523, 5569230, 6533765, 860776]"
1118,"[899624, 874972, 923746, 995785, 5569471]"
1119,"[1082185, 995242, 940947, 8090521, 913210]"
1120,"[1082185, 995242, 849843, 862349, 981760]"
1121,"[1082185, 1029743, 995242, 862349, 962229]"
1122,"[995242, 938700, 862349, 849843, 845208]"
1123,"[862349, 1058997, 962229, 5568378, 981760]"
1124,"[8090537, 883404, 1133018, 1106523, 8090521]"
1125,"[1082185, 862349, 1133018, 1058997, 1124729]"
1126,"[1082185, 849843, 913210, 845208, 1038217]"
1127,"[1029743, 995242, 951590, 5569230, 5569471]"
1128,"[995785, 981760, 1106523, 5592931, 834484]"
1129,"[1029743, 6534178, 1058997, 995785, 5569230]"
1130,"[1082185, 995785, 923746, 1133018, 1106523]"
1131,"[995242, 1029743, 981760, 883404, 938700]"
1132,"[8090537, 1133018, 951590, 1132770, 981760]"
1133,"[1082185, 1029743, 1106523, 995785, 981760]"
1134,"[1082185, 862349, 1106523, 1070820, 995785]"
1135,"[995242, 6534178, 1029743, 938700, 951590]"
1136,"[1133018, 1106523, 962229, 1053690, 826249]"
1137,"[1082185, 995242, 862349, 860776, 1023958]"
1138,"[1106523, 849843, 868764, 1120741, 1053690]"
1139,"[1082185, 862349, 903325, 961554, 985999]"
1140,"[1029743, 8090521, 6533765, 981760, 1005186]"
1141,"[1029743, 995242, 883404, 1056509, 908531]"
1142,"[1082185, 6534178, 961554, 834484, 860776]"
1143,"[1082185, 6534178, 1029743, 1070820, 5569230]"
1144,"[1082185, 6534178, 1133018, 1106523, 849843]"
1145,"[1133018, 1106523, 5569230, 1022254, 981760]"
1146,"[6534178, 1029743, 995242, 951590, 1039156]"
1147,"[951590, 1133018, 1106523, 834484, 1080414]"
1148,"[6534178, 883404, 1106523, 849843, 1056509]"
1149,"[1106523, 5569230, 1028816, 860776, 994928]"
1150,"[1082185, 1029743, 938700, 1106523, 849843]"
1151,"[951590, 923746, 1106523, 849843, 994928]"
1152,"[1029743, 951590, 5569471, 859075, 1005186]"
1153,"[883404, 923746, 962229, 981760, 1096036]"
1154,"[1096036, 1106523, 908531, 994928, 849843]"
1155,"[883404, 1133018, 908531, 1096036, 840361]"
1156,"[1132771, 1022254, 1092026, 6034857, 868764]"
1157,"[862349, 951590, 1070820, 981760, 5569471]"
1158,"[6534178, 862349, 8090521, 1133018, 896369]"
1159,"[1082185, 6534178, 961554, 903325, 834484]"
1160,"[1133018, 1106523, 1096036, 849843, 833025]"
1161,"[8090537, 862349, 1133018, 1058997, 1070820]"
1162,"[1029743, 6534178, 995242, 5568378, 5569327]"
1163,"[1082185, 995242, 6534178, 1029743, 862349]"
1164,"[1082185, 995785, 981760, 862349, 1070820]"
1165,"[6534178, 953476, 951590, 1132771, 5569230]"
1166,"[1082185, 6534178, 995242, 1029743, 995785]"
1167,"[1082185, 6534178, 862349, 883404, 1070820]"
1168,"[995242, 1133018, 1106523, 995785, 908531]"
1169,"[1082185, 1106523, 849843, 1070015, 859075]"
1170,"[1082185, 1029743, 6534178, 995242, 1106523]"
1171,"[1029743, 995785, 1092026, 1096036, 909714]"
1172,"[1029743, 995242, 981760, 1133018, 908531]"
1173,"[6534178, 1029743, 1058997, 1070820, 6533765]"
1174,"[981760, 1133018, 1106523, 1068719, 1005186]"
1175,"[1082185, 6534178, 6533889, 6534166, 1075368]"
1176,"[1082185, 6534178, 1029743, 995242, 883404]"
1177,"[1082185, 6534178, 981760, 820165, 840361]"
1178,"[6534178, 995242, 995785, 840361, 961554]"
1179,"[1082185, 6534178, 995242, 1056509, 962229]"
1180,"[1029743, 6534178, 923746, 849843, 6533765]"
1181,"[1029743, 995242, 883404, 1106523, 1133018]"
1182,"[899624, 979707, 6534178, 1106523, 840361]"
1183,"[883404, 1133018, 951590, 908531, 1065593]"
1184,"[995242, 923746, 1106523, 951590, 908531]"
1185,"[1133018, 1106523, 1022003, 1132770, 1038217]"
1186,"[1082185, 6533889, 1070820, 961554, 1022254]"
1187,"[990797, 1133018, 1106523, 951590, 1132770]"
1188,"[923746, 1133018, 883404, 961554, 1092026]"
1189,"[1082185, 1106523, 5568378, 1028816, 1037863]"
1190,"[6534178, 995242, 1029743, 8090537, 8090521]"
1191,"[995242, 951590, 5569230, 8090521, 1041259]"
1192,"[849843, 1133018, 1065593, 859075, 994928]"
1193,"[8090537, 1106523, 8090521, 1133018, 913210]"
1194,"[995242, 857849, 1092026, 1065593, 994928]"
1195,"[995242, 8090521, 1075368, 1053690, 859075]"
1196,"[8090537, 1070820, 903325, 878996, 901062]"
1197,"[6534178, 1029743, 8090521, 951590, 981760]"
1198,"[1082185, 874972, 1058997, 995785, 981760]"
1199,"[1082185, 1029743, 6534178, 1132771, 981760]"
1200,"[1013321, 940947, 1133018, 951590, 908531]"
1201,"[8090537, 1056509, 5978656, 1053690, 866227]"
1202,"[1082185, 6534178, 883404, 1058997, 845208]"
1203,"[1082185, 6534178, 1106523, 951590, 840361]"
1204,"[883404, 1133018, 1106523, 908531, 999971]"
1205,"[995242, 1029743, 951590, 962229, 981760]"
1206,"[883404, 1133018, 1106523, 962229, 1096036]"
1207,"[1082185, 883404, 1133018, 8090521, 953476]"
1208,"[6534178, 1106523, 962229, 1038217, 6034857]"
1209,"[1082185, 1029743, 6534178, 995242, 883404]"
1210,"[1082185, 862349, 962568, 1070820, 1056509]"
1211,"[862349, 860776, 1070820, 981760, 5585510]"
1212,"[995242, 8090537, 883404, 1038217, 1092026]"
1213,"[6534178, 940947, 1058997, 1133018, 1022254]"
1214,"[1082185, 6534178, 1029743, 995242, 1106523]"
1215,"[862349, 913210, 981760, 1126899, 961554]"
1216,"[1082185, 995242, 883404, 862349, 951590]"
1217,"[1082185, 1013321, 1029743, 6534178, 8090521]"
1218,"[862349, 849843, 1070820, 6534166, 961554]"
1219,"[1132770, 1033615, 1055863, 5978656, 901062]"
1220,"[1029743, 1133018, 8090521, 1038217, 999971]"
1221,"[1082185, 1029743, 923746, 5585510, 1028816]"
1222,"[951590, 1133018, 5569230, 981760, 1106523]"
1223,"[883404, 1133018, 1106523, 8090521, 5569230]"
1224,"[995242, 862349, 845208, 5592931, 1065593]"
1225,"[1082185, 883404, 1133018, 1106523, 1092026]"
1226,"[1082185, 951590, 840361, 862349, 1133018]"
1227,"[1082185, 1133018, 1058997, 5568378, 1092026]"
1228,"[6534178, 1133018, 883404, 1106523, 1022254]"
1229,"[6534178, 979707, 903325, 1070820, 860776]"
1230,"[1029743, 1106523, 5568378, 860776, 1095275]"
1231,"[1082185, 995242, 1029743, 1055646, 995785]"
1232,"[8090537, 1133018, 1056509, 1028816, 834484]"
1233,"[1082185, 6534178, 883404, 1133018, 1058997]"
1234,"[995242, 862349, 844179, 5568378, 12810393]"
1235,"[6534178, 995242, 1055646, 1070820, 5569230]"
1236,"[8090521, 1133018, 1106523, 962229, 1092026]"
1237,"[995242, 871756, 951590, 995785, 981760]"
1238,"[1082185, 995242, 1029743, 962229, 908531]"
1239,"[1082185, 940947, 883404, 1106523, 8090521]"
1240,"[1082185, 6533889, 1070820, 6034857, 860776]"
1241,"[1029743, 995242, 883404, 962229, 1092026]"
1242,"[1082185, 883404, 862349, 1070820, 1038217]"
1243,"[995242, 940947, 953476, 1053690, 826249]"
1244,"[995242, 862349, 1058997, 1106523, 1133018]"
1245,"[6534178, 1133018, 923746, 981760, 951590]"
1246,"[6534178, 1058997, 962229, 6533889, 908531]"
1247,"[1082185, 995242, 1029743, 981760, 951590]"
1248,"[1082185, 6534178, 8090521, 951590, 1106523]"
1249,"[1133018, 1106523, 953476, 995785, 1065593]"
1250,"[1082185, 995242, 981760, 914190, 1037863]"
1251,"[995242, 953476, 908531, 976998, 5978656]"
1252,"[862349, 923746, 1070820, 903325, 5978656]"
1253,"[1029743, 995242, 849843, 962229, 1070820]"
1254,"[1058997, 995785, 1022254, 1126899, 6034857]"
1255,"[1082185, 1133018, 1106523, 8090521, 1056509]"
1256,"[6534178, 979707, 1022254, 5978656, 1137688]"
1257,"[1082185, 1022254, 994928, 903325, 1126899]"
1258,"[1082185, 1133018, 1058997, 5569471, 883932]"
1259,"[1082185, 883404, 1058997, 995785, 1126899]"
1260,"[1082185, 840361, 961554, 1058997, 1051516]"
1261,"[1082185, 6534178, 883404, 953476, 976998]"
1262,"[1082185, 1029743, 995242, 883404, 1106523]"
1263,"[1029743, 995242, 874972, 981760, 1065593]"
1264,"[1029743, 6534178, 995242, 1013321, 923746]"
1265,"[1082185, 995242, 1133018, 1022003, 1132770]"
1266,"[1082185, 1133018, 995785, 1124729, 866211]"
1267,"[1082185, 862349, 961554, 1119051, 1005186]"
1268,"[8090537, 940947, 8090521, 1070820, 5569230]"
1269,"[899624, 940947, 862349, 1106523, 1058997]"
1270,"[1082185, 1133018, 1106523, 5569230, 1028816]"
1271,"[1082185, 1029743, 896369, 981760, 840361]"
1272,"[962568, 1039156, 868764, 901062, 1005186]"
1273,"[1082185, 979707, 1106523, 849843, 844179]"
1274,"[1082185, 995242, 8090537, 951590, 8090521]"
1275,"[1082185, 6534178, 1029743, 8090521, 5569230]"
1276,"[1082185, 962229, 962568, 845208, 995785]"
1277,"[1106523, 8090521, 1133018, 882441, 1092026]"
1278,"[1082185, 1106523, 962229, 5569230, 981760]"
1279,"[1082185, 907014, 1106523, 1133018, 951590]"
1280,"[1082185, 6534178, 1029743, 995242, 883404]"
1281,"[6534178, 1133018, 6034857, 860776, 1053690]"
1282,"[1106523, 951590, 1133018, 845208, 981760]"
1283,"[1133018, 849843, 995785, 860776, 5978656]"
1284,"[951590, 1133018, 1096036, 840361, 999971]"
1285,"[5569230, 1133018, 1106523, 908531, 962229]"
1286,"[1029743, 923746, 962229, 6534166, 882441]"
1287,"[1082185, 1133018, 862349, 951590, 861272]"
1288,"[1082185, 923746, 862349, 951590, 1096036]"
1289,"[1029743, 995242, 883404, 5569230, 1124729]"
1290,"[1013321, 1133018, 849843, 995785, 860776]"
1291,"[1082185, 962229, 1106523, 981760, 1132771]"
1292,"[1082185, 883404, 1038217, 1037863, 834484]"
1293,"[979707, 1133018, 999971, 1044078, 1132770]"
1294,"[1082185, 1058997, 849843, 962568, 1126899]"
1295,"[1029743, 995242, 8090521, 951590, 1092026]"
1296,"[995242, 8090537, 1029743, 951590, 981760]"
1297,"[1082185, 995785, 1058997, 1037863, 1041259]"
1298,"[1029743, 995242, 883404, 923746, 962229]"
1299,"[6534178, 8090521, 840361, 857849, 1058997]"
1300,"[6534178, 962568, 923746, 1133018, 862349]"
1301,"[1133018, 1106523, 1058997, 5569471, 1126899]"
1302,"[6534178, 1029743, 995242, 979707, 1058997]"
1303,"[1029743, 6534178, 849843, 976199, 951590]"
1304,"[1029743, 923746, 1106523, 951590, 840361]"
1305,"[6534178, 1133018, 849843, 1106523, 5569230]"
1306,"[995242, 1029743, 951590, 1096036, 844179]"
1307,"[1082185, 6534178, 1058997, 1053690, 1095275]"
1308,"[1082185, 1029743, 995242, 883404, 849843]"
1309,"[1003188, 849843, 995785, 840361, 1053690]"
1310,"[1133018, 8090521, 833025, 840361, 1071939]"
1311,"[899624, 857849, 923746, 1106523, 962229]"
1312,"[1082185, 1029743, 6534178, 995242, 883404]"
1313,"[995242, 883404, 995785, 981760, 1096036]"
1314,"[1082185, 6534178, 1029743, 923746, 976199]"
1315,"[862349, 1058997, 5568378, 845208, 840361]"
1316,"[1082185, 1029743, 1070820, 1022003, 5568378]"
1317,"[1029743, 995242, 923746, 5569230, 5568378]"
1318,"[1082185, 1028816, 1005186, 834484, 1041259]"
1319,"[1082185, 995242, 1058997, 849843, 908531]"
1320,"[1029743, 871756, 896369, 840361, 1117514]"
1321,"[923746, 1133018, 883404, 1106523, 840361]"
1322,"[951590, 1124729, 1005186, 971922, 1044078]"
1323,"[1133018, 1106523, 8090521, 1092026, 1065593]"
1324,"[1082185, 995242, 1058997, 951590, 908531]"
1325,"[845208, 903325, 961554, 909714, 1051516]"
1326,"[6534178, 1029743, 995242, 981760, 6533765]"
1327,"[1082185, 1133018, 5569230, 981760, 1137688]"
1328,"[1082185, 995242, 923746, 951590, 1132770]"
1329,"[862349, 1058997, 962229, 951590, 995785]"
1330,"[1133018, 1106523, 5569230, 1056509, 1053690]"
1331,"[1029743, 995242, 8090537, 849843, 908531]"
1332,"[1082185, 995242, 903325, 860776, 1041259]"
1333,"[1082185, 951590, 1096036, 5978656, 908531]"
1334,"[883404, 1132770, 833025, 5592931, 844165]"
1335,"[995242, 862349, 5569471, 909714, 5978656]"
1336,"[995242, 883404, 979707, 833025, 981760]"
1337,"[1082185, 6534178, 1029743, 995242, 5569230]"
1338,"[6534178, 857849, 1106523, 1133018, 994928]"
1339,"[1082185, 6534178, 1029743, 995242, 8090537]"
1340,"[995242, 862349, 1058997, 849843, 999971]"
1341,"[1082185, 995242, 990797, 1133018, 1058997]"
1342,"[1082185, 6534178, 1029743, 995242, 1133018]"
1343,"[1096036, 1095275, 1124729, 1005186, 1101173]"
1344,"[1082185, 1029743, 995242, 1022003, 981760]"
1345,"[1029743, 951590, 962229, 5569230, 840361]"
1346,"[1058997, 1056509, 5978656, 834484, 1055863]"
1347,"[6534178, 1029743, 849843, 951590, 6533889]"
1348,"[1082185, 1029743, 883404, 840361, 1005186]"
1349,"[995242, 899624, 857849, 1058997, 951590]"
1350,"[883404, 1133018, 849843, 962229, 981760]"
1351,"[923746, 896369, 1133018, 1106523, 908531]"
1352,"[1082185, 6534178, 5978656, 908846, 866211]"
1353,"[995242, 8090537, 833025, 8090521, 1133018]"
1354,"[1082185, 6534178, 995242, 1038217, 1005186]"
1355,"[1082185, 6534178, 1029743, 871756, 1056509]"
1356,"[1082185, 862349, 1070820, 981760, 5569230]"
1357,"[6534178, 8090521, 862349, 5569230, 1070820]"
1358,"[995242, 883404, 923746, 1106523, 849843]"
1359,"[995242, 849843, 1070820, 981760, 1096036]"
1360,"[1082185, 6534178, 1029743, 995242, 1133018]"
1361,"[8090537, 951590, 6034857, 860776, 878996]"
1362,"[1082185, 6534178, 909714, 878996, 1119051]"
1363,"[1082185, 1029743, 5569230, 981760, 844179]"
1364,"[1082185, 995242, 1029743, 862349, 1070820]"
1365,"[1082185, 6534178, 1029743, 914190, 909714]"
1366,"[849843, 1058997, 1101010, 927191, 1126899]"
1367,"[1082185, 6534178, 8090521, 862349, 1070820]"
1368,"[1082185, 1029743, 1070820, 995785, 5569471]"
1369,"[1082185, 981760, 1058997, 914190, 1039156]"
1370,"[8090521, 995785, 883404, 1133018, 1106523]"
1371,"[1029743, 6534178, 883404, 862349, 951590]"
1372,"[1082185, 1133018, 1106523, 951590, 5569230]"
1373,"[5569230, 1022254, 5569471, 909714, 6034857]"
1374,"[1133018, 1106523, 995785, 981760, 1028816]"
1375,"[1029743, 1106523, 981760, 927191, 1051516]"
1376,"[6534178, 1029743, 995242, 8090537, 6534166]"
1377,"[914190, 961554, 1053690, 1005186, 878996]"
1378,"[1082185, 995242, 981760, 5978656, 6034857]"
1379,"[1082185, 995242, 1029743, 6534178, 1022003]"
1380,"[1029743, 849843, 5569230, 995785, 1028816]"
1381,"[1082185, 6534178, 1029743, 995242, 1133018]"
1382,"[1029743, 940947, 913210, 833025, 5569230]"
1383,"[1055646, 8090521, 995785, 909714, 6034857]"
1384,"[1133018, 923746, 896369, 849843, 5592931]"
1385,"[1029743, 883404, 923746, 849843, 951590]"
1386,"[1082185, 6534178, 1029743, 953476, 1132770]"
1387,"[899624, 844179, 1053690, 1005186, 878996]"
1388,"[6534178, 995242, 840361, 1039156, 1068719]"
1389,"[1082185, 981760, 907014, 871756, 1058997]"
1390,"[1029743, 995242, 5569230, 849843, 962229]"
1391,"[6534178, 923746, 1133018, 1058997, 6034857]"
1392,"[1082185, 6534178, 862349, 908531, 981760]"
1393,"[1082185, 1058997, 1126899, 901062, 1051516]"
1394,"[1082185, 862349, 940947, 962229, 860776]"
1395,"[8090537, 940947, 1058997, 951590, 1126899]"
1396,"[1029743, 995242, 1106523, 1133018, 908531]"
1397,"[1082185, 840361, 883404, 1106523, 1058997]"
1398,"[1082185, 995242, 1058997, 896369, 5569471]"
1399,"[1082185, 995242, 6034857, 860776, 901062]"
1400,"[1082185, 1003188, 940947, 883404, 923746]"
1401,"[896369, 1058997, 1070820, 908531, 1126899]"
1402,"[1082185, 849843, 1133018, 1106523, 845208]"
1403,"[6534178, 8090537, 951590, 5569230, 5569471]"
1404,"[1082185, 995242, 1029743, 883404, 965766]"
1405,"[995242, 1106523, 849843, 903325, 844179]"
1406,"[1082185, 1029743, 995242, 883404, 849843]"
1407,"[1082185, 1029743, 951590, 862349, 1058997]"
1408,"[1029743, 995242, 1106523, 1133018, 953476]"
1409,"[1082185, 1133018, 849843, 1022003, 923746]"
1410,"[1029743, 6534178, 874972, 995785, 860776]"
1411,"[1082185, 6534178, 1029743, 995242, 1106523]"
1412,"[1082185, 1029743, 8090521, 903325, 856772]"
1413,"[1082185, 1029743, 6534178, 995242, 1106523]"
1414,"[1082185, 6534178, 1029743, 995242, 849843]"
1415,"[883404, 874972, 833025, 908531, 1095275]"
1416,"[1082185, 6534178, 1029743, 995242, 883404]"
1417,"[857849, 1133018, 1106523, 913210, 6533889]"
1418,"[1082185, 990797, 862349, 1070820, 953476]"
1419,"[1133018, 1106523, 5978656, 908531, 1070015]"
1420,"[1029743, 995242, 849843, 995785, 965766]"
1421,"[6534178, 995242, 1029743, 981760, 8090521]"
1422,"[1082185, 6534178, 1029743, 995242, 883404]"
1423,"[1082185, 6534178, 1056509, 1022254, 820165]"
1424,"[1082185, 1029743, 995242, 962568, 840361]"
1425,"[995242, 8090537, 1029743, 8090521, 5569230]"
1426,"[1133018, 908531, 999971, 826249, 971922]"
1427,"[1029743, 995242, 923746, 1132770, 951590]"
1428,"[6534178, 995242, 1029743, 5569230, 1058997]"
1429,"[1058997, 923746, 1126899, 903325, 1124729]"
1430,"[6534178, 1029743, 951590, 5569230, 981760]"
1431,"[5569230, 995785, 1092026, 1053690, 916122]"
1432,"[995242, 8090537, 6034857, 1095275, 1005186]"
1433,"[1082185, 1029743, 6534178, 995242, 899624]"
1434,"[1082185, 995242, 883404, 1133018, 908531]"
1435,"[1029743, 8090537, 883404, 8090521, 962229]"
1436,"[1133018, 849843, 5569230, 5569471, 903325]"
1437,"[995242, 1029743, 883404, 849843, 5569230]"
1438,"[909714, 995785, 1037863, 1028816, 1026118]"
1439,"[995242, 5569471, 994928, 859075, 986912]"
1440,"[6534178, 8090537, 1106523, 1133018, 8090521]"
1441,"[1082185, 5569230, 981760, 5569471, 903325]"
1442,"[883404, 1106523, 5592931, 1038217, 981760]"
1443,"[1082185, 883404, 1133018, 849843, 1070820]"
1444,"[1029743, 951590, 965766, 6034857, 860776]"
1445,"[995242, 8090537, 883404, 903325, 6034857]"
1446,"[923746, 1133018, 903325, 5978656, 1053690]"
1447,"[883404, 913210, 1096036, 5978656, 826249]"
1448,"[1029743, 923746, 962229, 840361, 1101010]"
1449,"[995242, 883404, 1106523, 849843, 1070820]"
1450,"[6534178, 862349, 849843, 995785, 1096036]"
1451,"[1082185, 6534178, 995242, 862349, 1070820]"
1452,"[995242, 6534178, 1133018, 849843, 6533765]"
1453,"[995242, 1058997, 834484, 6034857, 878996]"
1454,"[1082185, 6534178, 995242, 1029743, 834484]"
1455,"[6534178, 995242, 923746, 5568378, 1056509]"
1456,"[8090537, 923746, 1133018, 1106523, 8090521]"
1457,"[1106523, 5568378, 1022254, 5592931, 999971]"
1458,"[1082185, 6534178, 923746, 990797, 976199]"
1459,"[849843, 1058997, 5569230, 844179, 834484]"
1460,"[6534178, 1133018, 951590, 995785, 981760]"
1461,"[1082185, 6534178, 1029743, 995242, 951590]"
1462,"[1082185, 995242, 979707, 834484, 1041259]"
1463,"[6534178, 8090537, 1133018, 845208, 1056509]"
1464,"[995242, 923746, 1133018, 908531, 5569471]"
1465,"[1082185, 1075368, 844179, 859075, 971922]"
1466,"[1029743, 995242, 1058997, 923746, 849843]"
1467,"[6534178, 5569327, 1080414, 1005186, 866227]"
1468,"[1082185, 862349, 1070820, 981760, 860776]"
1469,"[1029743, 1133018, 1106523, 1058997, 849843]"
1470,"[6534178, 1029743, 995242, 951590, 862349]"
1471,"[6534178, 883404, 913210, 1126899, 5978656]"
1472,"[1082185, 1029743, 6534178, 5978656, 1065593]"
1473,"[1082185, 903325, 1126899, 834484, 961554]"
1474,"[1133018, 1106523, 5569230, 883932, 1070015]"
1475,"[6534178, 981760, 862349, 903325, 6533889]"
1476,"[1082185, 995242, 862349, 1058997, 6533889]"
1477,"[1082185, 1029743, 6534178, 995242, 940947]"
1478,"[1082185, 6534178, 938700, 1132770, 882441]"
1479,"[6534178, 995242, 1029743, 883404, 5568378]"
1480,"[1082185, 1029743, 6534178, 995242, 1133018]"
1481,"[6534178, 995242, 8090537, 951590, 6533765]"
1482,"[8090537, 923746, 5569230, 995785, 1028816]"
1483,"[6534178, 5569230, 883404, 1133018, 1070820]"
1484,"[1082185, 840361, 1058997, 961554, 878996]"
1485,"[1082185, 883404, 951590, 1106523, 913210]"
1486,"[5568378, 1126899, 5585510, 1053690, 908846]"
1487,"[6534178, 940947, 883404, 862349, 951590]"
1488,"[1082185, 923746, 5568378, 1092026, 1058997]"
1489,"[1029743, 995242, 6534178, 883404, 908531]"
1490,"[6534178, 995242, 874972, 953476, 981760]"
1491,"[1082185, 1029743, 951590, 834484, 820165]"
